업종,상호,시설주소(지번),시설주소(도로명),데이터기준일자
체력단련장업,커브스가락클럽,서울특별시 송파구 가락동 193-6번지 3층 ,"서울특별시 송파구 동남로 198, 3층 (가락동)",2020-04-13
체력단련장업,S 지와이엠,서울특별시 송파구 방이동 51-2번지 지하2층 ,"서울특별시 송파구 백제고분로 501, 지하2층 (방이동)",2020-04-13
체력단련장업,JUST 1 PERSONAL TRAINING,서울특별시 송파구 삼전동 111-3번지 5층 ,"서울특별시 송파구 석촌호수로 160, 5층 (삼전동)",2020-04-13
체력단련장업,슈퍼스타 휘트니스,서울특별시 송파구 풍납동 163번지 대아아파트 상가 ,서울특별시 송파구 풍성로 52 (풍납동),2020-04-13
체력단련장업,송파커브스,서울특별시 송파구 송파동 143-3번지 306호 ,"서울특별시 송파구 가락로 205, 3층 (송파동)",2020-04-13
체력단련장업,커브스 풍납클럽,서울특별시 송파구 풍납동 405-2번지 선무빌딩 201호 ,"서울특별시 송파구 토성로15길 3-3 (풍납동, 선무빌딩)",2020-04-13
체력단련장업,튼튼해짐,서울특별시 송파구 오금동 18-4번지 2층 ,"서울특별시 송파구 위례성대로20길 27, 2층 (오금동)",2020-04-13
체력단련장업,GYM1ST(짐퍼스트),서울특별시 송파구 문정동 150-26번지 훼미리샤르망 7층 ,"서울특별시 송파구 중대로 68, 7층 (문정동)",2020-04-13
체력단련장업,커브스잠실나루클럽,서울특별시 송파구 신천동 7번지 장미아파트 에이상가 ,"서울특별시 송파구 올림픽로35길 124, 장미아파트 에이상가 (신천동)",2020-04-13
체력단련장업,Back Fituess,서울특별시 송파구 가락동 36-4번지 ,"서울특별시 송파구 중대로 187 (가락동, 가락빌딩 2,3층)",2020-04-13
체력단련장업,스포존,서울특별시 송파구 문정동 289번지 가든파이브웍스 지하1층 ,"서울특별시 송파구 충민로 52, 지하1층 (문정동)",2020-04-13
체력단련장업,트리플 에스 피티짐,서울특별시 송파구 석촌동 23번지 ,"서울특별시 송파구 송파대로49길 55, 3층 (석촌동)",2020-04-13
체력단련장업,이코리아PTGYM,서울특별시 송파구 오금동 10-3번지 2층 ,"서울특별시 송파구 위례성대로22길 18, 2층 (오금동)",2020-04-13
체력단련장업,wild card 복싱짐,서울특별시 송파구 석촌동 183-3번지 3 ,"서울특별시 송파구 송파대로 471, 3층 (석촌동)",2020-04-13
체력단련장업,리복크로스핏잠실,서울특별시 송파구 송파동 32번지 지하1층 ,"서울특별시 송파구 석촌호수로 272, 지하1층 (송파동)",2020-04-13
체력단련장업,골든짐,서울특별시 송파구 잠실동 181-7번지 지하2층 ,"서울특별시 송파구 올림픽로 106 (잠실동, 상록빌딩)",2020-04-13
체력단련장업,JJ선수트레이닝센타,서울특별시 송파구 방이동 183-4번지 지하1층 ,"서울특별시 송파구 위례성대로 130, 지하1층 (방이동)",2020-04-13
체력단련장업,커브스거여클럽,서울특별시 송파구 거여동 37-3번지 거여빌딩 ,"서울특별시 송파구 오금로 507, 거여빌딩 5층 501호 (거여동)",2020-04-13
체력단련장업,머슬라이프,서울특별시 송파구 잠실동 181-9번지 10층 ,"서울특별시 송파구 올림픽로 108 (잠실동, 맥스빌딩)",2020-04-13
체력단련장업,네추럴 홍 휘트니스,서울특별시 송파구 거여동 1-1번지 4층 ,서울특별시 송파구 마천로 250 (거여동),2020-04-13
체력단련장업,데일리 피트니스,서울특별시 송파구 가락동 193-3번지 지하1층 ,"서울특별시 송파구 동남로 202 (가락동, 광성빌딩)",2020-04-13
체력단련장업,DM휘트니스,서울특별시 송파구 송파동 161번지 미성상가지하 ,서울특별시 송파구 오금로24길 13 (송파동),2020-04-13
체력단련장업,슈퍼스타 휘트니스,서울특별시 송파구 풍납동 399-1번지 402호 ,서울특별시 송파구 올림픽로47길 19 (풍납동),2020-04-13
체력단련장업,글로리짐,서울특별시 송파구 삼전동 122-5번지 201호 ,서울특별시 송파구 백제고분로31길 14 (삼전동),2020-04-13
체력단련장업,오웰,서울특별시 송파구 가락동 174-28번지 3.4층 ,서울특별시 송파구 동남로20길 25 (가락동),2020-04-13
체력단련장업,하나헬스케어,서울특별시 송파구 삼전동 48-11번지 지하1층 ,서울특별시 송파구 백제고분로 216 (삼전동),2020-04-13
체력단련장업,다이나믹짐,서울특별시 송파구 잠실동 238-18번지 ,"서울특별시 송파구 삼전로9길 21 (잠실동, 화진빌딩)",2020-04-13
체력단련장업,마크짐휘트니스,서울특별시 송파구 석촌동 290-3번지 지하1층 ,서울특별시 송파구 송파대로 405 (석촌동),2020-04-13
체력단련장업,고마운 밸런스 운동센터,서울특별시 송파구 송파동 143-2번지 4층 ,서울특별시 송파구 가락로 209 (송파동),2020-04-13
체력단련장업,제이팀,서울특별시 송파구 신천동 17-4번지 파크리오(A)상가 305호 ,서울특별시 송파구 올림픽로 435 (신천동),2020-04-13
체력단련장업,마크짐,서울특별시 송파구 방이동 66-2번지 지하1층 ,"서울특별시 송파구 오금로 111, 지하1층층 (방이동)",2020-04-13
체력단련장업,더디젤,서울특별시 송파구 삼전동 28-12번지 3층 ,서울특별시 송파구 백제고분로22길 4 (삼전동),2020-04-13
체력단련장업,티엔슈튜디오,서울특별시 송파구 삼전동 27-4번지 지하1층 ,"서울특별시 송파구 삼학사로19길 38-1, 지하1층 (삼전동)",2020-04-13
체력단련장업,Y.T휘트니센타,서울특별시 송파구 거여동 ,"서울특별시 송파구 거마로 12, 3층 (거여동, 상형빌딩)",2020-04-13
체력단련장업,식스팩,서울특별시 송파구 잠실동 294-1번지 ,서울특별시 송파구 백제고분로 116 (잠실동),2020-04-13
체력단련장업,(주)잠실투엑스 휘트니스,서울특별시 송파구 잠실동 22-6번지 지층1-19 ,"서울특별시 송파구 올림픽로 145, 지층층 1-19호 (잠실동)",2020-04-13
체력단련장업,크로스핏 치우,"서울특별시 송파구 문정동 644-2번지 현대지식산업센터C동지하2층204,205,206 ","서울특별시 송파구 법원로11길 7, C동 지하2층 204,205,206호 (문정동, 문정현대지식사업센터1-2)",2020-04-13
체력단련장업,무브먼트 짐,서울특별시 송파구 잠실동 242-10번지 청호빌딩 5층 ,"서울특별시 송파구 석촌호수로 118, 5층 (잠실동, 청호빌딩)",2020-04-13
체력단련장업,투 브로 휘트니스(Two Bro. Fitness),서울특별시 송파구 삼전동 1-2번지 삼전빌딩 지층 ,"서울특별시 송파구 삼전로 102, 지층 (삼전동, 삼전빌딩)",2020-04-13
체력단련장업,아이디얼핏,서울특별시 송파구 석촌동 1번지 그랜드빌딩 3층 ,"서울특별시 송파구 삼학사로 100, 3층 (석촌동, 그랜드빌딩)",2020-04-13
체력단련장업,청우인터엠,서울특별시 송파구 석촌동 235-17번지 지하1층 ,"서울특별시 송파구 백제고분로34길 3, 지하1층 (석촌동)",2020-04-13
체력단련장업,(주)스포애니사투 송파점,"서울특별시 송파구 송파동 142-8번지 3,4층 가동 ","서울특별시 송파구 오금로 204, 가동 3,4층 (송파동)",2020-04-13
체력단련장업,RESTART GYM,서울특별시 송파구 삼전동 1-4번지 아카데미빌딩 204호,"서울특별시 송파구 삼전로 100, 204호 (삼전동, 아카데미빌딩)",2020-04-13
체력단련장업,SAM'S PT GYM,서울특별시 송파구 문정동 55번지 해성빌딩 ,"서울특별시 송파구 송파대로22길 4, 해성빌딩 3층 (문정동)",2020-04-13
체력단련장업,핏존,서울특별시 송파구 석촌동 296-2번지 신우빌딩 ,"서울특별시 송파구 가락로 114, 신우빌딩 6층 (석촌동)",2020-04-13
체력단련장업,더슬림핏ems짐,서울특별시 송파구 문정동 31-6번지 브이빌딩 2층 ,"서울특별시 송파구 동남로4길 31-1, 2층 (문정동, 브이빌딩)",2020-04-13
체력단련장업,휘트니스 바디,서울특별시 송파구 방이동 160번지 ,서울특별시 송파구 가락로 278 (방이동),2020-04-13
체력단련장업,Dr.Line PT GYM,서울특별시 송파구 송파동 89-5번지 ,서울특별시 송파구 송파대로 406 (송파동),2020-04-13
체력단련장업,슈퍼스타 휘트니스,서울특별시 송파구 풍납동 269-30번지 ,서울특별시 송파구 토성로 21 (풍납동),2020-04-13
체력단련장업,Crossfit 피어스 배틀,서울특별시 송파구 잠실동 192-10번지 ,서울특별시 송파구 올림픽로10길 16 (잠실동),2020-04-13
체력단련장업,우일태권도,서울특별시 송파구 마천동 596번지 ,서울특별시 송파구 성내천로47길 38-1 (마천동),2020-04-13
체력단련장업,(주)스포애니 신천,서울특별시 송파구 잠실동 181-2번지 ,서울특별시 송파구 올림픽로 98 (잠실동),2020-04-13
체력단련장업,크로스핏 어썸,서울특별시 송파구 잠실동 181-3번지 ,서울특별시 송파구 올림픽로 100 (잠실동),2020-04-13
체력단련장업,BodyCafe,서울특별시 송파구 방이동 207-2번지 5층 ,서울특별시 송파구 위례성대로18길 31-12 (방이동),2020-04-13
체력단련장업,Q gym,서울특별시 송파구 가락동 99-7번지 ,서울특별시 송파구 중대로 105 (가락동),2020-04-13
체력단련장업,퍼스트 휘트니스,서울특별시 송파구 문정동 116-4번지 ,서울특별시 송파구 송이로 239 (문정동),2020-04-13
체력단련장업,바디플래너,서울특별시 송파구 잠실동 242번지 ,서울특별시 송파구 석촌호수로 100 (잠실동),2020-04-13
체력단련장업,위너핏,서울특별시 송파구 방이동 208-1번지 ,서울특별시 송파구 마천로 25 (방이동),2020-04-13
체력단련장업,올림픽선수촌스포츠센타,서울특별시 송파구 방이동 89-11번지 ,서울특별시 송파구 양재대로 1222 (방이동),2020-04-13
체력단련장업,크로스핏앤서,서울특별시 송파구 오금동 3-1번지 ,서울특별시 송파구 위례성대로 180 (오금동),2020-04-13
체력단련장업,레벨텐,서울특별시 송파구 석촌동 210-9번지 ,서울특별시 송파구 백제고분로 288 (석촌동),2020-04-13
체력단련장업,코치짐,서울특별시 송파구 방이동 226-7번지 ,"서울특별시 송파구 오금로 247 (방이동, 건양빌딩)",2020-04-13
체력단련장업,Y&T 휘트니스센타,서울특별시 송파구 오금동 150-4번지 ,"서울특별시 송파구 동남로 286 (오금동, 영재사관학원)",2020-04-13
체력단련장업,더 랩스 피트니스 삼전,서울특별시 송파구 삼전동 33번지 ,"서울특별시 송파구 삼전로 46 (삼전동, 삼삼빌딩)",2020-04-13
체력단련장업,운동하는남자&운동하는여자,서울특별시 송파구 가락동 46-14번지 ,"서울특별시 송파구 오금로36길 60 (가락동, 에이스빌딩)",2020-04-13
체력단련장업,휴메이크 휘트니스,서울특별시 송파구 석촌동 14-7번지 ,서울특별시 송파구 백제고분로 275 (석촌동),2020-04-13
체력단련장업,카이로바른척추교정,서울특별시 송파구 잠실동 44-3번지 310호,"서울특별시 송파구 석촌호수로 135, 3층 310호 (잠실동, 레이크팰리스)",2020-04-13
체력단련장업,V-GYM,서울특별시 송파구 풍납동 401-4번지 ,"서울특별시 송파구 올림픽로 505 (풍납동, 유원빌딩)",2020-04-13
체력단련장업,몸 PT,서울특별시 송파구 잠실동 22-6번지 리센츠상가 5층 03호,"서울특별시 송파구 올림픽로 145, 리센츠상가 5층 03호 (잠실동)",2020-04-13
체력단련장업,바디웍,서울특별시 송파구 오금동 18-1번지 ,"서울특별시 송파구 위례성대로20길 23, 3층 (오금동, 신승빌딩)",2020-04-13
체력단련장업,Fitness Dagym (휘트니스 다짐),서울특별시 송파구 방이동 126번지 지하1층 ,"서울특별시 송파구 가락로 244 (방이동, 동원빌딩)",2020-04-13
체력단련장업,라이즈 업,서울특별시 송파구 문정동 70-12번지 ,"서울특별시 송파구 새말로 105 (문정동, 현석빌딩)",2020-04-13
체력단련장업,DK 휘트니스,서울특별시 송파구 거여동 42-3번지 ,"서울특별시 송파구 거마로 14 (거여동, 청송빌딩)",2020-04-13
체력단련장업,스타리버 유스포츠,서울특별시 송파구 신천동 11-8번지 ,"서울특별시 송파구 올림픽로35길 93 (신천동, 더샵스타리버)",2020-04-13
체력단련장업,다이나믹 짐,서울특별시 송파구 잠실동 195-10번지 ,"서울특별시 송파구 백제고분로7길 8-12 (잠실동, 승현빌딩)",2020-04-13
체력단련장업,콕스다이어트,서울특별시 송파구 문정동 83-22번지 ,서울특별시 송파구 새말로 114 (문정동),2020-04-13
체력단련장업,삼전W짐,서울특별시 송파구 삼전동 28-22번지 ,"서울특별시 송파구 백제고분로 202 (삼전동, 두레빌딩)",2020-04-13
체력단련장업,다이나믹짐,서울특별시 송파구 잠실동 35-2번지 상가 B110호,"서울특별시 송파구 석촌호수로 61, 상가동 B110호 (잠실동, 트리지움)",2020-04-13
체력단련장업,Refresh PT Gym,서울특별시 송파구 송파동 162번지 송파삼성래미안아파트상가 101동 208호,"서울특별시 송파구 오금로32길 14, 101동 208-2호 (송파동, 송파삼성래미안아파트)",2020-04-13
체력단련장업,MUTO FIT,서울특별시 송파구 신천동 11-4번지 B01호,"서울특별시 송파구 올림픽로35가길 9, B01호 (신천동, 잠실 푸르지오 월드마크)",2020-04-13
체력단련장업,휴메이크 휘트니스,서울특별시 송파구 잠실동 209-5번지 4층 ,"서울특별시 송파구 석촌호수로 88, 4층 (잠실동, 대원빌딩)",2020-04-13
체력단련장업,더블비짐,서울특별시 송파구 오금동 40-20번지 지하 ,"서울특별시 송파구 마천로8길 21, 지하층 (오금동)",2020-04-13
체력단련장업,더 웰짐,서울특별시 송파구 오금동 46-2번지 ,서울특별시 송파구 오금로35길 14 (오금동),2020-04-13
체력단련장업,유프리아 휘트니스,서울특별시 송파구 방이동 210번지 3층 ,"서울특별시 송파구 마천로 13, 3층 (방이동)",2020-04-13
체력단련장업,리복크로스핏문정,서울특별시 송파구 문정동 42-2번지 지하1층 1호,"서울특별시 송파구 동남로 108, 지하1층 1호 (문정동, 모즈아울렛)",2020-04-13
체력단련장업,얼라인 프라이빗 짐,,"서울특별시 송파구 마천로 35, 3호 (방이동, 태웅빌딩)",2020-04-13
체력단련장업,Elite training center,,"서울특별시 송파구 위례성대로 52, 지하1층 (방이동)",2020-04-13
체력단련장업,MVM,,"서울특별시 송파구 새말로 62, 지하1층 B06호 (문정동, 송파 푸르지오시티)",2020-04-13
체력단련장업,탐 프라이빗짐 잠실점,,"서울특별시 송파구 백제고분로 122, A동 2층 (잠실동, 성현교회)",2020-04-13
체력단련장업,파크하비오휘트니스&골프,,"서울특별시 송파구 송파대로 111, 하비오길 중앙로 202동 202, B01호 (문정동, 파크하비오)",2020-04-13
체력단련장업,IGYM(아이짐),서울특별시 송파구 문정동 651번지 ,"서울특별시 송파구 송파대로 167, 지하층 G180호 (문정동, 문정역테라타워)",2020-04-13
체력단련장업,잠실피트니스,서울특별시 송파구 신천동 7-17번지 ,"서울특별시 송파구 송파대로 562, 지하1층 (신천동, 한빛프라자,삼성웰리스아파트)",2020-04-13
체력단련장업,라이프피티센터(Life PT Center),서울특별시 송파구 오금동 11번지 ,"서울특별시 송파구 양재대로72길 15, 상가2동 지하층 비101호 (오금동, 현대백조아파트)",2020-04-13
체력단련장업,짐퍼스트 법조타운,서울특별시 송파구 문정동 643-1번지 ,"서울특별시 송파구 법원로 114 (문정동, 엠스테이트)",2020-04-13
체력단련장업,트레이닝타임,서울특별시 송파구 송파동 15번지 ,"서울특별시 송파구 송파대로 468 (송파동, 금남빌딩)",2020-04-13
체력단련장업,짐포유(GYM FOR U),서울특별시 송파구 방이동 110-3번지 ,서울특별시 송파구 백제고분로 460 (방이동),2020-04-13
체력단련장업,헬스토피아(WE),서울특별시 송파구 삼전동 182-14번지 ,"서울특별시 송파구 삼학사로 31 (삼전동, 그나라빌딩)",2020-04-13
체력단련장업,무브 360,서울특별시 송파구 신천동 29번지 ,"서울특별시 송파구 올림픽로 300, 6층 (신천동)",2020-04-13
체력단련장업,서세환 짐,서울특별시 송파구 잠실동 222-8번지 덕원빌딩 ,"서울특별시 송파구 백제고분로 119, 덕원빌딩 지하1층 (잠실동)",2020-04-13
체력단련장업,코어파이브짐,서울특별시 송파구 송파동 47-6번지 유정빌딩 ,"서울특별시 송파구 백제고분로 419, 유정빌딩 지하1, 지상2층 (송파동)",2020-04-13
체력단련장업,바디클락,"서울특별시 송파구 문정동 620번지 송파 푸르지오시티상가 220,221호 ","서울특별시 송파구 새말로 62, 송파 푸르지오시티 (문정동)",2020-04-13
체력단련장업,아미부트캠프,서울특별시 송파구 송파동 58번지 대성빌딩 ,"서울특별시 송파구 석촌호수로 296, 대성빌딩 (송파동)",2020-04-13
체력단련장업,피오,서울특별시 송파구 송파동 16-1번지 덕원빌딩 ,"서울특별시 송파구 백제고분로41길 15, 덕원빌딩 (송파동)",2020-04-13
체력단련장업,퍼포먼스 피지오 트레이닝 센터(Perform Physio),서울특별시 송파구 문정동 642번지 ,"서울특별시 송파구 송파대로 201, 송파테라타워2 B동 204호 (문정동)",2020-04-13
체력단련장업,젠틀브로스짐,서울특별시 송파구 삼전동 111번지 삼전동썬프라자 ,"서울특별시 송파구 석촌호수로 156, 삼전동썬프라자 (삼전동)",2020-04-13
체력단련장업,근육터짐 지방빠짐 2호점,서울특별시 송파구 삼전동 131-5번지 서울빌딩 ,"서울특별시 송파구 삼학사로 81, 서울빌딩 (삼전동)",2020-04-13
체력단련장업,제스트 컨디셔닝 센터 (Zest conditioning center),서울특별시 송파구 석촌동 173번지 ,"서울특별시 송파구 백제고분로37길 4, 현도빌딩2층 (석촌동)",2020-04-13
체력단련장업,이모션 짐,서울특별시 송파구 잠실동 176-4번지 ,서울특별시 송파구 백제고분로7길 3 (잠실동),2020-04-13
체력단련장업,아이디얼바디(IDEAL BODY),서울특별시 송파구 방이동 45-2번지 금복빌딩 지하1층 ,"서울특별시 송파구 위례성대로 18, 금복빌딩 (방이동)",2020-04-13
체력단련장업,더랩스휘트니스석촌,서울특별시 송파구 석촌동 286-5번지 지하1층 ,"서울특별시 송파구 백제고분로 364, 대준빌딩 (석촌동)",2020-04-13
체력단련장업,바디퍼포먼스짐,서울특별시 송파구 가락동 166-10번지 진넥스베르디엠 ,"서울특별시 송파구 동남로 234, 진넥스베르디엠 2층 (가락동)",2020-04-13
체력단련장업,크로스핏 힙스터 (Crossfit Hipster),서울특별시 송파구 문정동 111-9번지 MK빌딩 ,"서울특별시 송파구 새말로 177, MK빌딩 (문정동)",2020-04-13
체력단련장업,LOFT GYM,서울특별시 송파구 잠실동 181-9번지 맥스빌딩 ,"서울특별시 송파구 올림픽로 108, 맥스빌딩 10층 (잠실동)",2020-04-13
체력단련장업,프리허그 피트니스클럽,서울특별시 송파구 석촌동 52-9번지 ,"서울특별시 송파구 송파대로49길 37, 6층 (석촌동)",2020-04-13
체력단련장업,스포웰짐,서울특별시 송파구 문정동 642-3번지 문정에스케이브이원지엘메트로시티 ,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 (문정동)",2020-04-13
체력단련장업,H2GYM (에치치투짐),서울특별시 송파구 잠실동 184-4번지 ,서울특별시 송파구 올림픽로 120 (잠실동),2020-04-13
체력단련장업,DOUBLE S GYM,서울특별시 송파구 방이동 108-10번지 성보빌딩 ,"서울특별시 송파구 백제고분로 455, 성보빌딩 2층 (방이동)",2020-04-13
체력단련장업,리키PT STUDIO,서울특별시 송파구 문정동 652-5번지 문정아이파크 ,"서울특별시 송파구 법원로4길 6, 문정아이파크 3층 (문정동)",2020-04-13
체력단련장업,허니짐 김성권 P.T,서울특별시 송파구 잠실동 19-9번지 잠실파인애플상가 ,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 4층 (잠실동)",2020-04-13
체력단련장업,3B휘트니스,서울특별시 송파구 삼전동 5번지 ,"서울특별시 송파구 삼전로 84, 지하1층 (삼전동)",2020-04-13
체력단련장업,힛더짐,서울특별시 송파구 문정동 9-1번지 레미안빌딩 ,"서울특별시 송파구 송이로 194, 레미안빌딩 6층 (문정동)",2020-04-13
체력단련장업,문정법조타운점 스포애니 (주)케이디스포츠,서울특별시 송파구 문정동 652-2번지 문정 오벨리스크 ,"서울특별시 송파구 송파대로 145, 문정 오벨리스크 (문정동)",2020-04-13
체력단련장업,GREEN DAY GYM,서울특별시 송파구 삼전동 28-11번지 에스엔씨빌딩 ,"서울특별시 송파구 백제고분로 204, 에스엔씨빌딩 (삼전동)",2020-04-13
체력단련장업,삼손헬스,서울특별시 송파구 삼전동 1-5번지 ,서울특별시 송파구 삼전로 96 (삼전동),2020-04-13
체력단련장업,제스트,서울특별시 송파구 석촌동 173번지 ,"서울특별시 송파구 백제고분로37길 4, 2층 (석촌동)",2020-04-13
체력단련장업,The third Place,서울특별시 송파구 삼전동 29-10번지 지하1층 ,"서울특별시 송파구 백제고분로22길 4-11, 지하1층 (삼전동)",2020-04-13
체력단련장업,채움 P.T,서울특별시 송파구 문정동 106-8번지 형정빌딩 201호,"서울특별시 송파구 송이로30길 19, 201호 (문정동, 형정빌딩)",2020-04-13
체력단련장업,아이디얼 필라테스,서울특별시 송파구 석촌동 1번지 그랜드빌딩 ,"서울특별시 송파구 삼학사로 100, 그랜드빌딩 3층 301호 (석촌동)",2020-04-13
체력단련장업,부스터 9 (Booster 9),서울특별시 송파구 방이동 210번지 ,"서울특별시 송파구 마천로 13, 3층 301호 (방이동)",2020-04-13
체력단련장업,CLUB GYM,서울특별시 송파구 방이동 159-15번지 ,"서울특별시 송파구 가락로 273, 102호 (방이동)",2020-04-13
체력단련장업,크로스핏 송파,서울특별시 송파구 송파동 131-1번지 ,서울특별시 송파구 백제고분로46길 14 (송파동),2020-04-13
체력단련장업,one's body,서울특별시 송파구 송파동 59-8번지 청양빌딩 ,"서울특별시 송파구 오금로 136, 청양빌딩 (송파동)",2020-04-13
,장미에어로빅,서울특별시 송파구 신천동 7-0번지 B2상가 ,,2020-04-13
,영에어로빅,서울특별시 송파구 마천동 211-37번지 ,,2020-04-13
,쌍용올림픽에어로빅,서울특별시 송파구 가락동 140번지 상가 28동 201호,,2020-04-13
,향군회관에어로빅,서울특별시 송파구 신천동 7-13번지 ,,2020-04-13
,미래에어로빅,서울특별시 송파구 마천동 76-2번지 ,,2020-04-13
,(주)한배엔터테인먼트,서울특별시 송파구 방이동 88-8번지 7통1반 ,,2020-04-13
,헤렌 휘트니스 파크,서울특별시 송파구 잠실동 198-0번지 (지하1층) ,"서울특별시 송파구 백제고분로9길 10  (잠실동,(지하1층))",2020-04-13
,이지에어로빅,서울특별시 송파구 방이동 1353번지 지층 ,,2020-04-13
,나인댄스스쿨,서울특별시 송파구 가락동 164번지 ,서울특별시 송파구 중대로20길 49 (가락동),2020-04-13
,엑스스포츠(주),서울특별시 송파구 풍납동 163번지 대아(아) 101동 상가동 지층 18~24호 ,,2020-04-13
,Anna B. Academy,서울특별시 송파구 잠실동 186-10번지 3층 ,"서울특별시 송파구 백제고분로9길 47 (잠실동,3층)",2020-04-13
,휘트니스플러스,서울특별시 송파구 잠실동 234-7번지 5층 ,"서울특별시 송파구 백제고분로 159  (잠실동,5층)",2020-04-13
당구장업,원당구장,서울특별시 송파구 마천동 128-83번지 ,서울특별시 송파구 마천로45길 8 (마천동),2020-04-13
당구장업,U당구클럽,서울특별시 송파구 송파동 135-18번지 지하1층 ,"서울특별시 송파구 백제고분로 426 (송파동, 백양빌딩)",2020-04-13
당구장업,코끼리,서울특별시 송파구 삼전동 128-1번지 ,"서울특별시 송파구 삼학사로19길 7 (삼전동, 동화빌딩)",2020-04-13
당구장업,천재,서울특별시 송파구 풍납동 399번지 ,"서울특별시 송파구 올림픽로47길 19 (풍납동, 오성빌딩)",2020-04-13
당구장업,올림픽,서울특별시 송파구 석촌동 15번지 ,서울특별시 송파구 백제고분로 293  (석촌동),2020-04-13
당구장업,보람,서울특별시 송파구 문정동 31번지 ,서울특별시 송파구 동남로4길 25  (문정동),2020-04-13
당구장업,삼진,서울특별시 송파구 삼전동 119-26번지 ,"서울특별시 송파구 삼학사로13길 15 (삼전동, 달성빌딩)",2020-04-13
당구장업,준당구클럽,서울특별시 송파구 송파동 141-3번지 지하1층 ,서울특별시 송파구 오금로 188 (송파동),2020-04-13
당구장업,프로2000당구장,서울특별시 송파구 가락동 175-12번지 2층 ,서울특별시 송파구 오금로46길 5 (가락동),2020-04-13
당구장업,SBS당구클럽,서울특별시 송파구 거여동 133-12번지 ,서울특별시 송파구 거마로 51 (거여동),2020-04-13
당구장업,오페라당구장,서울특별시 송파구 가락동 96-12번지 ,"서울특별시 송파구 송파대로 286 (가락동, 신흥빌딩)",2020-04-13
당구장업,레이크당구장,서울특별시 송파구 석촌동 157번지 3층 ,"서울특별시 송파구 송파대로49길 33, 3층 (석촌동)",2020-04-13
당구장업,스타당구클럽,서울특별시 송파구 가락동 2-8번지 ,서울특별시 송파구 오금로 300 (가락동),2020-04-13
당구장업,아트 당구장,서울특별시 송파구 오금동 85-6번지 2층 ,"서울특별시 송파구 마천로15길 5, 2층 (오금동)",2020-04-13
당구장업,소라당구장,서울특별시 송파구 풍납동 162-49번지 2층 ,서울특별시 송파구 풍성로 55 (풍납동),2020-04-13
당구장업,귀빈당구장,"서울특별시 송파구 방이동 206-1번지 ,2층 ",서울특별시 송파구 위례성대로18길 27-10 (방이동),2020-04-13
당구장업,원,서울특별시 송파구 방이동 113-4번지 ,"서울특별시 송파구 백제고분로48길 16 (방이동, 금호빌딩)",2020-04-13
당구장업,New 지펠당구장,서울특별시 송파구 가락동 18-11번지 ,"서울특별시 송파구 오금로36길 15 (가락동, 신영빌딩)",2020-04-13
당구장업,풍납당구장,서울특별시 송파구 풍납동 130-9번지 ,서울특별시 송파구 바람드리길 26 (풍납동),2020-04-13
당구장업,허슬러당구장,서울특별시 송파구 가락동 107-17번지 ,서울특별시 송파구 동남로 117 (가락동),2020-04-13
당구장업,24시코끼리당구장,서울특별시 송파구 방이동 37-2번지 3층 ,"서울특별시 송파구 오금로11길 23 (방이동, 신아빌딩)",2020-04-13
당구장업,제우스당구장,서울특별시 송파구 석촌동 296-2번지 ,"서울특별시 송파구 가락로 114 (석촌동, 신우빌딩)",2020-04-13
당구장업,선방당구장,서울특별시 송파구 거여동 31-16번지 ,"서울특별시 송파구 오금로 528 (거여동, 영채빌딩)",2020-04-13
당구장업,한빛당구장,서울특별시 송파구 신천동 7-17번지 지하1층 115호 ,"서울특별시 송파구 송파대로 562 (신천동, 한빛프라자,삼성웰리스아파트)",2020-04-13
당구장업,건영당구장,서울특별시 송파구 문정동 77-7번지 ,"서울특별시 송파구 새말로8길 지하 11 (문정동, 건영빌딩)",2020-04-13
당구장업,올림픽당구장,서울특별시 송파구 삼전동 5-4번지 지하1층 ,"서울특별시 송파구 삼전로 78 (삼전동, 현대빌딩)",2020-04-13
당구장업,지도당구장,서울특별시 송파구 송파동 143-2번지 지하1층 ,"서울특별시 송파구 가락로 209 (송파동, 사이언스빌딩)",2020-04-13
당구장업,허리우드당구장,서울특별시 송파구 잠실동 195번지 3층 ,서울특별시 송파구 백제고분로7길 6 (잠실동),2020-04-13
당구장업,솔당구장,서울특별시 송파구 가락동 98-7번지 ,"서울특별시 송파구 송파대로28길 13 (가락동, 거북이빌딩)",2020-04-13
당구장업,뉴필리당구장,서울특별시 송파구 마천동 127-9번지 ,서울특별시 송파구 마천로 281 (마천동),2020-04-13
당구장업,A+당구장,서울특별시 송파구 오금동 120-7번지 ,서울특별시 송파구 동남로 318 (오금동),2020-04-13
당구장업,우정당구장,서울특별시 송파구 석촌동 161-4번지 ,"서울특별시 송파구 백제고분로39길 31, 지하1층 (석촌동)",2020-04-13
당구장업,에스피당구클럽,서울특별시 송파구 풍납동 257-98번지 2층 ,"서울특별시 송파구 토성로 26 (풍납동, 강진빌딩)",2020-04-13
당구장업,귀빈당구장,서울특별시 송파구 석촌동 232번지 30통3반 (지1층) ,서울특별시 송파구 백제고분로34길 13 (석촌동),2020-04-13
당구장업,따봉당구장,서울특별시 송파구 방이동 219-7번지 ,"서울특별시 송파구 오금로31길 17 (방이동, 남영빌딩)",2020-04-13
